team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,33,72,9,24,20,26,7,34,20,9,2,18,23,95,WIN
BROOKLYN NETS,240,30,77,8,28,23,32,11,26,25,9,2,17,26,91,LOSS
GOLDEN STATE WARRIORS,240,39,95,9,31,11,12,15,34,18,9,11,14,19,98,LOSS
MEMPHIS GRIZZLIES,240,42,92,5,14,16,19,10,38,24,9,4,12,16,105,WIN
UTAH JAZZ,240,45,90,5,15,16,19,18,19,19,6,7,15,18,111,LOSS
NEW ORLEANS PELICANS,240,47,79,8,16,17,18,9,23,24,9,9,16,20,119,WIN
DALLAS MAVERICKS,240,42,83,15,33,8,8,10,31,30,9,4,17,14,107,WIN
NEW YORK KNICKS,240,37,84,5,21,8,10,10,25,23,11,5,12,13,87,LOSS
OKLAHOMA CITY THUNDER,240,41,87,6,20,16,24,12,29,18,9,9,10,20,104,WIN
SACRAMENTO KINGS,240,36,84,5,18,15,17,13,35,21,7,3,17,21,92,LOSS
MINNESOTA TIMBERWOLVES,240,36,81,3,8,20,35,11,30,17,7,5,9,18,95,LOSS
WASHINGTON WIZARDS,240,43,86,10,17,13,18,10,36,29,7,8,10,25,109,WIN
