team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BROOKLYN NETS,240,43,93,10,32,13,17,10,38,24,4,4,14,24,109,LOSS
DETROIT PISTONS,240,41,91,8,27,23,29,5,36,21,8,7,8,18,113,WIN
CHARLOTTE HORNETS,240,36,85,5,29,16,23,16,32,18,6,1,12,15,93,WIN
GOLDEN STATE WARRIORS,240,34,77,9,28,10,13,5,35,23,5,5,18,22,87,LOSS
PHOENIX SUNS,240,44,88,14,34,12,16,4,28,26,9,2,17,20,114,WIN
MEMPHIS GRIZZLIES,240,42,86,9,28,12,19,13,33,26,9,8,20,23,105,LOSS
TORONTO RAPTORS,240,34,84,15,36,22,25,7,35,24,5,6,13,22,105,LOSS
MILWAUKEE BUCKS,240,41,89,13,38,20,25,10,41,30,4,7,11,22,115,WIN
NEW ORLEANS PELICANS,240,40,94,11,32,13,22,17,39,25,7,5,16,25,104,LOSS
OKLAHOMA CITY THUNDER,240,41,90,15,37,18,23,8,36,20,8,11,12,20,115,WIN
DENVER NUGGETS,240,27,73,9,28,28,39,7,34,15,8,3,13,14,91,WIN
ORLANDO MAGIC,240,37,86,6,29,7,11,10,37,22,8,7,15,25,87,LOSS
PHILADELPHIA 76ERS,240,54,107,11,33,10,12,13,33,36,11,8,11,23,129,WIN
PORTLAND TRAIL BLAZERS,240,45,78,19,34,19,25,4,32,21,7,4,18,21,128,LOSS
MINNESOTA TIMBERWOLVES,240,51,94,17,39,12,17,3,44,33,9,10,21,23,131,WIN
WASHINGTON WIZARDS,240,37,95,12,35,23,27,8,31,21,11,4,17,18,109,LOSS
