team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
BROOKLYN NETS,240,41,85,15,36,13,15,12,40,29,7,6,22,28,110,WIN
ATLANTA HAWKS,240,30,82,9,30,21,27,9,29,18,9,2,18,19,90,LOSS
MILWAUKEE BUCKS,240,35,78,9,21,21,24,3,25,17,6,2,9,17,100,LOSS
BOSTON CELTICS,240,43,78,10,22,15,19,8,37,25,5,3,14,20,111,WIN
CLEVELAND CAVALIERS,240,42,81,13,36,16,17,5,41,22,6,2,7,13,113,WIN
CHICAGO BULLS,240,34,82,9,34,14,18,10,33,21,4,5,11,16,91,LOSS
ORLANDO MAGIC,240,36,82,10,32,12,14,5,35,24,5,5,20,30,94,LOSS
CHARLOTTE HORNETS,240,34,84,3,17,33,40,11,41,17,13,5,14,18,104,WIN
DENVER NUGGETS,240,38,91,14,36,15,23,15,34,25,5,5,7,19,105,LOSS
DALLAS MAVERICKS,240,49,86,12,26,12,17,5,37,26,4,6,7,18,122,WIN
NEW YORK KNICKS,240,40,91,6,23,11,16,15,28,26,4,2,17,15,97,LOSS
INDIANA PACERS,240,46,86,11,26,12,15,7,37,28,10,5,16,20,115,WIN
MINNESOTA TIMBERWOLVES,240,35,79,4,17,18,19,7,27,17,9,2,9,16,92,LOSS
MEMPHIS GRIZZLIES,240,34,72,6,21,21,24,6,35,22,6,8,16,22,95,WIN
GOLDEN STATE WARRIORS,240,45,87,16,33,19,27,5,35,36,14,5,16,17,125,WIN
NEW ORLEANS PELICANS,240,45,91,16,39,9,15,11,36,33,11,4,21,26,115,LOSS
PHOENIX SUNS,240,44,91,10,22,17,22,15,31,25,10,9,11,14,115,WIN
PHILADELPHIA 76ERS,240,39,91,7,30,16,16,13,34,23,9,6,14,22,101,LOSS
DETROIT PISTONS,240,35,85,8,27,15,24,7,35,15,8,2,10,22,93,LOSS
SAN ANTONIO SPURS,240,35,82,14,31,12,12,10,41,30,2,7,16,20,96,WIN
WASHINGTON WIZARDS,240,23,80,4,20,19,23,12,19,9,8,2,13,21,69,LOSS
UTAH JAZZ,240,43,76,16,34,14,18,10,42,29,9,3,16,20,116,WIN
