team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CHICAGO BULLS,240,41,91,9,27,16,21,8,23,24,14,3,13,21,107,LOSS
ATLANTA HAWKS,240,42,83,9,20,22,27,13,35,24,8,7,21,20,115,WIN
UTAH JAZZ,240,38,82,8,34,14,18,10,36,24,5,6,12,22,98,LOSS
CHARLOTTE HORNETS,240,38,82,8,26,20,29,5,32,24,8,3,8,19,104,WIN
DALLAS MAVERICKS,240,34,86,6,28,21,28,13,29,20,10,2,7,20,95,LOSS
GOLDEN STATE WARRIORS,240,43,74,17,33,13,22,5,34,33,3,5,15,22,116,WIN
PHILADELPHIA 76ERS,265,46,95,14,36,9,19,10,33,23,11,6,17,21,115,LOSS
INDIANA PACERS,265,49,90,9,19,15,20,7,36,25,9,6,16,17,122,WIN
PORTLAND TRAIL BLAZERS,240,31,88,6,30,12,14,11,36,16,4,3,14,23,80,LOSS
LOS ANGELES CLIPPERS,240,38,87,11,32,24,33,14,41,24,9,7,7,15,111,WIN
BROOKLYN NETS,240,33,79,11,33,19,27,7,33,19,9,4,18,20,96,LOSS
NEW YORK KNICKS,240,44,92,10,30,12,17,9,41,25,11,5,14,21,110,WIN
TORONTO RAPTORS,240,43,83,11,26,15,22,7,28,25,10,6,11,24,112,WIN
OKLAHOMA CITY THUNDER,240,31,74,12,34,28,31,11,28,18,6,5,19,21,102,LOSS
MINNESOTA TIMBERWOLVES,240,45,87,13,23,20,26,10,35,27,8,5,6,23,123,WIN
ORLANDO MAGIC,240,38,85,8,24,23,30,12,27,20,2,5,9,19,107,LOSS
DETROIT PISTONS,240,32,89,9,22,27,32,9,32,20,11,5,11,24,100,LOSS
PHOENIX SUNS,240,38,84,8,22,23,30,10,39,20,7,6,17,20,107,WIN
HOUSTON ROCKETS,240,37,78,10,30,17,22,8,37,25,7,4,19,24,101,WIN
SAN ANTONIO SPURS,240,33,84,7,23,26,30,10,29,22,14,5,10,15,99,LOSS
BOSTON CELTICS,240,35,81,10,31,13,22,7,24,21,5,4,11,19,93,LOSS
WASHINGTON WIZARDS,240,46,92,10,21,16,20,19,35,29,9,7,11,26,118,WIN
