team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CLEVELAND CAVALIERS,240,40,81,5,17,16,19,13,26,18,9,5,10,19,101,WIN
CHICAGO BULLS,240,39,78,9,21,11,15,11,23,33,5,8,15,17,98,LOSS
MILWAUKEE BUCKS,240,34,82,7,18,20,26,8,31,22,10,1,12,20,95,WIN
DALLAS MAVERICKS,240,36,85,1,17,17,21,16,40,20,7,4,20,21,90,LOSS
GOLDEN STATE WARRIORS,240,33,76,12,21,19,24,15,31,16,11,6,20,23,97,LOSS
INDIANA PACERS,240,41,84,6,21,20,27,14,28,22,14,9,12,17,108,WIN
CHARLOTTE BOBCATS,240,33,81,6,16,12,14,7,30,17,9,4,16,21,84,LOSS
LOS ANGELES CLIPPERS,240,41,76,12,22,12,26,9,34,34,11,10,15,17,106,WIN
SACRAMENTO KINGS,290,48,93,14,27,19,26,14,26,33,12,5,19,25,129,LOSS
MIAMI HEAT,290,56,101,10,23,19,24,8,33,35,13,9,12,22,141,WIN
BROOKLYN NETS,240,37,76,12,20,15,18,12,29,28,3,9,13,14,101,WIN
NEW ORLEANS HORNETS,240,40,87,5,14,12,15,12,26,22,8,8,7,22,97,LOSS
ORLANDO MAGIC,240,41,76,5,13,11,16,6,39,33,4,3,13,18,98,WIN
PHILADELPHIA 76ERS,240,32,81,7,21,13,18,8,29,26,6,1,11,15,84,LOSS
MINNESOTA TIMBERWOLVES,265,31,90,5,19,16,25,12,40,21,14,7,16,17,83,LOSS
PHOENIX SUNS,265,37,91,5,13,5,14,16,40,23,5,11,20,26,84,WIN
