team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
INDIANA PACERS,240,32,78,5,22,19,24,9,27,15,8,8,18,22,88,LOSS
CHARLOTTE BOBCATS,240,41,82,1,10,21,28,11,35,22,14,4,15,21,104,WIN
OKLAHOMA CITY THUNDER,240,32,86,3,23,18,23,17,34,20,6,16,19,21,85,LOSS
LOS ANGELES LAKERS,240,40,99,2,14,19,21,17,32,24,7,4,9,16,101,WIN
NEW ORLEANS HORNETS,240,36,91,12,28,17,19,11,30,22,7,3,9,25,101,LOSS
MIAMI HEAT,240,37,71,7,13,21,28,4,38,21,2,8,14,20,102,WIN
BOSTON CELTICS,265,35,85,10,25,27,35,11,37,21,11,8,15,28,107,WIN
NEW YORK KNICKS,265,38,88,10,30,19,24,11,35,19,6,5,18,25,105,LOSS
DETROIT PISTONS,240,38,89,7,18,8,12,17,22,18,8,4,13,22,91,LOSS
PHOENIX SUNS,240,42,73,11,18,22,25,9,29,25,7,6,14,17,117,WIN
ORLANDO MAGIC,240,34,83,9,32,27,35,14,32,19,3,0,7,20,104,WIN
TORONTO RAPTORS,240,34,77,6,16,22,28,8,35,19,4,2,9,27,96,LOSS
