team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SAN ANTONIO SPURS,240,36,87,12,26,10,20,12,28,24,8,4,11,14,94,LOSS
BOSTON CELTICS,240,42,88,11,31,13,16,15,39,24,10,6,13,22,108,WIN
PHILADELPHIA 76ERS,240,44,80,10,24,17,24,7,41,27,10,4,19,31,115,WIN
HOUSTON ROCKETS,240,33,83,13,47,28,38,10,25,17,12,3,15,23,107,LOSS
GOLDEN STATE WARRIORS,240,52,89,14,29,23,30,14,32,37,8,8,12,23,141,WIN
LOS ANGELES CLIPPERS,240,39,86,10,25,25,30,9,26,21,4,3,12,20,113,LOSS
CHARLOTTE HORNETS,240,37,89,7,17,23,29,10,46,15,3,7,11,22,104,WIN
MEMPHIS GRIZZLIES,240,32,93,8,35,27,33,11,37,17,7,8,7,22,99,LOSS
MINNESOTA TIMBERWOLVES,265,41,91,11,23,32,35,10,30,20,16,4,16,25,125,WIN
MIAMI HEAT,265,49,93,7,27,17,25,15,35,17,8,5,24,28,122,LOSS
ORLANDO MAGIC,240,43,85,16,34,13,18,6,37,27,10,1,16,19,115,WIN
NEW ORLEANS PELICANS,240,39,85,7,28,14,18,9,34,30,9,5,19,22,99,LOSS
DENVER NUGGETS,240,35,85,18,41,22,31,13,23,20,13,5,13,22,110,LOSS
NEW YORK KNICKS,240,41,82,13,32,21,23,11,38,27,8,10,22,27,116,WIN
TORONTO RAPTORS,240,39,87,8,24,13,17,8,39,17,10,9,9,14,99,WIN
PORTLAND TRAIL BLAZERS,240,31,80,8,26,15,19,6,32,13,5,7,13,15,85,LOSS
DALLAS MAVERICKS,240,34,76,12,24,9,11,9,33,17,4,3,24,16,89,LOSS
UTAH JAZZ,240,38,81,16,35,12,15,6,29,25,16,8,14,17,104,WIN
