team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,240,34,85,11,31,14,19,11,25,21,13,2,24,16,93,LOSS
BOSTON CELTICS,240,45,86,9,27,15,21,13,38,24,13,9,20,19,114,WIN
MEMPHIS GRIZZLIES,240,44,102,14,41,5,7,10,36,31,9,8,7,17,107,LOSS
CLEVELAND CAVALIERS,240,40,92,17,37,17,23,16,44,26,4,10,14,12,114,WIN
MINNESOTA TIMBERWOLVES,240,36,87,10,42,18,27,16,30,20,8,8,14,15,100,LOSS
DENVER NUGGETS,240,44,89,10,28,11,12,10,34,27,9,5,15,22,109,WIN
NEW ORLEANS PELICANS,240,39,93,9,34,15,23,13,35,23,8,5,17,19,102,LOSS
GOLDEN STATE WARRIORS,240,36,83,10,33,24,25,10,37,25,10,4,17,24,106,WIN
SACRAMENTO KINGS,240,41,91,10,32,13,15,13,28,25,4,6,10,15,105,LOSS
INDIANA PACERS,240,45,86,14,31,15,18,7,32,34,5,7,9,15,119,WIN
NEW YORK KNICKS,240,41,94,10,34,22,33,13,28,23,11,2,8,25,114,LOSS
MIAMI HEAT,240,43,77,18,38,25,34,9,42,34,6,3,17,22,129,WIN
PHOENIX SUNS,240,38,87,11,32,21,23,12,25,26,9,4,15,29,108,LOSS
OKLAHOMA CITY THUNDER,240,49,87,10,24,18,21,8,33,23,7,7,15,23,126,WIN
DALLAS MAVERICKS,240,43,83,14,33,17,22,8,41,23,10,4,16,17,117,WIN
PHILADELPHIA 76ERS,240,38,90,10,34,12,18,11,35,25,9,2,15,16,98,LOSS
ORLANDO MAGIC,240,39,106,7,28,18,26,18,30,21,14,5,10,16,103,LOSS
PORTLAND TRAIL BLAZERS,240,42,84,17,36,17,19,11,43,16,4,11,20,24,118,WIN
WASHINGTON WIZARDS,240,40,87,14,39,24,32,8,31,24,6,1,13,28,118,LOSS
TORONTO RAPTORS,240,38,78,12,30,34,44,6,36,26,6,3,17,25,122,WIN
