team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
SAN ANTONIO SPURS,265,42,90,9,27,19,22,9,38,27,5,6,12,21,112,LOSS
ATLANTA HAWKS,265,42,92,14,28,16,27,11,35,25,6,6,11,21,114,WIN
ORLANDO MAGIC,240,42,97,10,38,10,11,10,32,25,6,7,10,22,104,LOSS
INDIANA PACERS,240,43,86,9,22,22,24,8,38,28,5,5,11,16,117,WIN
TORONTO RAPTORS,240,42,75,10,17,29,32,5,35,18,5,9,16,25,123,WIN
LOS ANGELES LAKERS,240,37,92,15,32,25,31,16,27,19,8,3,7,21,114,LOSS
DETROIT PISTONS,240,42,86,9,22,14,22,10,38,16,7,5,12,18,107,WIN
MIAMI HEAT,240,35,77,14,26,14,18,3,31,25,6,4,10,22,98,LOSS
PORTLAND TRAIL BLAZERS,240,36,73,6,22,17,28,4,37,13,10,8,14,19,95,WIN
MINNESOTA TIMBERWOLVES,240,35,87,7,23,12,18,13,34,21,11,5,16,25,89,LOSS
