team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
TORONTO RAPTORS,240,44,84,14,34,11,17,15,38,27,8,3,22,32,113,WIN
BOSTON CELTICS,240,31,78,7,32,28,36,7,24,18,11,4,14,17,97,LOSS
ATLANTA HAWKS,240,32,86,9,34,8,11,9,30,24,8,5,19,16,81,LOSS
CHICAGO BULLS,240,43,87,15,31,15,19,13,38,22,13,5,17,15,116,WIN
MEMPHIS GRIZZLIES,240,41,84,9,30,19,25,11,34,32,5,5,17,24,110,LOSS
DENVER NUGGETS,240,45,93,9,29,20,27,10,33,28,9,4,10,20,119,WIN
DALLAS MAVERICKS,240,48,92,24,51,21,21,9,37,35,11,7,13,17,141,WIN
GOLDEN STATE WARRIORS,240,45,93,18,39,13,17,9,33,28,4,3,13,19,121,LOSS
BROOKLYN NETS,240,37,92,11,39,13,21,9,38,24,7,5,15,15,98,LOSS
HOUSTON ROCKETS,240,44,101,13,42,7,16,16,38,16,7,6,14,15,108,WIN
UTAH JAZZ,240,45,86,17,35,13,17,6,41,25,4,2,12,20,120,WIN
LOS ANGELES CLIPPERS,240,35,95,12,40,25,27,16,30,22,9,4,7,18,107,LOSS
PHILADELPHIA 76ERS,265,42,89,10,30,22,29,8,39,24,5,4,9,24,116,LOSS
MIAMI HEAT,265,42,94,10,28,23,29,8,35,26,6,4,8,21,117,WIN
ORLANDO MAGIC,240,35,87,14,35,16,19,5,29,21,16,7,11,17,100,LOSS
MILWAUKEE BUCKS,240,43,84,13,37,12,18,14,44,30,6,5,23,13,111,WIN
CLEVELAND CAVALIERS,240,32,77,4,20,26,36,14,46,13,9,4,28,21,94,WIN
MINNESOTA TIMBERWOLVES,240,33,93,8,37,14,19,14,26,17,17,8,18,29,88,LOSS
INDIANA PACERS,240,33,85,6,28,26,29,12,34,17,6,2,18,16,98,LOSS
NEW ORLEANS PELICANS,240,43,93,18,42,16,20,11,38,25,9,2,12,18,120,WIN
LOS ANGELES LAKERS,240,47,91,11,32,23,28,11,33,32,6,7,9,25,128,WIN
PORTLAND TRAIL BLAZERS,240,41,86,15,35,23,27,9,30,18,4,8,16,22,120,LOSS
PHOENIX SUNS,240,45,86,9,26,13,15,7,33,30,10,2,13,21,112,WIN
SACRAMENTO KINGS,240,41,84,12,31,16,24,7,29,19,3,4,12,16,110,LOSS
DETROIT PISTONS,240,40,90,12,36,17,30,10,30,20,9,5,11,15,109,LOSS
SAN ANTONIO SPURS,240,53,93,18,35,12,15,7,44,30,8,7,11,20,136,WIN
NEW YORK KNICKS,240,38,85,11,31,20,26,11,45,25,5,5,21,25,107,WIN
WASHINGTON WIZARDS,240,33,96,10,25,24,31,14,35,16,15,3,11,22,100,LOSS
