team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PORTLAND TRAIL BLAZERS,240,46,105,7,32,14,16,19,41,19,7,9,13,21,113,WIN
BROOKLYN NETS,240,36,92,7,36,20,26,12,37,26,4,2,12,19,99,LOSS
PHOENIX SUNS,240,35,84,10,32,18,25,11,27,26,12,6,17,18,98,LOSS
CLEVELAND CAVALIERS,240,42,85,13,36,14,20,10,41,34,11,4,15,23,111,WIN
SACRAMENTO KINGS,240,43,99,10,33,27,34,14,38,23,10,3,13,24,123,LOSS
GOLDEN STATE WARRIORS,240,43,94,19,46,20,24,8,41,32,5,11,15,26,125,WIN
HOUSTON ROCKETS,240,40,88,12,41,14,15,4,35,18,8,5,14,28,106,LOSS
LOS ANGELES LAKERS,240,38,86,8,30,27,33,12,37,22,4,4,17,17,111,WIN
BOSTON CELTICS,240,39,102,14,40,5,6,12,38,19,11,9,7,15,97,LOSS
MILWAUKEE BUCKS,240,37,88,14,39,10,14,9,46,21,5,4,15,11,98,WIN
MIAMI HEAT,240,45,94,6,22,6,12,7,33,27,11,4,9,28,102,LOSS
PHILADELPHIA 76ERS,240,37,82,7,26,25,35,12,39,23,5,4,15,13,106,WIN
