team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MINNESOTA TIMBERWOLVES,265,46,108,13,43,22,28,12,40,23,9,4,13,22,127,WIN
BROOKLYN NETS,265,48,101,15,34,15,26,10,38,19,8,9,16,30,126,LOSS
CHICAGO BULLS,240,49,105,9,30,18,22,20,29,25,11,4,10,20,125,LOSS
CHARLOTTE HORNETS,240,45,88,23,44,13,16,9,32,28,3,4,19,18,126,WIN
WASHINGTON WIZARDS,240,37,93,11,41,15,18,11,36,26,6,3,17,32,100,LOSS
DALLAS MAVERICKS,240,35,76,11,36,27,33,5,41,17,6,5,19,22,108,WIN
DETROIT PISTONS,240,41,78,11,24,26,33,10,35,26,5,6,18,21,119,WIN
INDIANA PACERS,240,41,89,8,21,20,24,10,26,26,8,6,15,28,110,LOSS
MEMPHIS GRIZZLIES,240,38,89,5,32,20,30,9,31,22,9,7,24,31,101,LOSS
MIAMI HEAT,240,40,85,7,18,33,39,11,40,18,9,8,21,33,120,WIN
CLEVELAND CAVALIERS,240,33,88,9,34,10,15,10,44,20,8,2,16,15,85,LOSS
ORLANDO MAGIC,240,37,86,9,30,11,19,7,39,24,12,4,13,18,94,WIN
BOSTON CELTICS,240,33,90,7,26,20,34,10,31,18,4,2,10,29,93,LOSS
PHILADELPHIA 76ERS,240,37,85,7,29,26,36,12,50,24,6,7,15,34,107,WIN
SACRAMENTO KINGS,240,34,87,10,29,17,26,12,35,17,5,5,26,24,95,LOSS
PHOENIX SUNS,240,49,98,11,33,15,18,9,35,31,13,9,14,25,124,WIN
DENVER NUGGETS,240,34,81,18,32,22,27,11,34,24,11,4,19,23,108,WIN
PORTLAND TRAIL BLAZERS,240,36,87,7,28,21,23,13,35,13,9,4,20,25,100,LOSS
NEW YORK KNICKS,240,44,94,10,30,13,18,5,34,24,16,1,14,32,111,LOSS
SAN ANTONIO SPURS,240,42,83,7,21,29,36,10,41,22,6,5,21,18,120,WIN
OKLAHOMA CITY THUNDER,240,32,83,10,27,21,31,7,41,15,5,4,13,23,95,LOSS
UTAH JAZZ,240,40,90,6,24,14,20,11,38,15,4,5,11,31,100,WIN
