team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,46,87,17,43,26,34,8,38,25,6,8,19,25,135,WIN
ATLANTA HAWKS,240,44,96,14,31,25,31,9,34,27,8,2,13,26,127,LOSS
CHARLOTTE HORNETS,240,30,81,11,33,20,26,8,33,17,8,3,16,23,91,LOSS
BROOKLYN NETS,240,36,90,10,39,19,23,13,40,19,11,1,15,21,101,WIN
DETROIT PISTONS,240,28,83,8,33,25,32,12,34,23,6,8,16,20,89,LOSS
CHICAGO BULLS,240,39,91,14,27,17,26,12,43,25,9,7,14,24,109,WIN
GOLDEN STATE WARRIORS,240,35,90,8,27,16,25,9,25,18,7,5,9,16,94,LOSS
DALLAS MAVERICKS,240,51,90,22,38,18,23,8,42,33,7,7,11,21,142,WIN
HOUSTON ROCKETS,240,32,76,12,38,19,25,9,34,19,9,2,20,22,95,LOSS
DENVER NUGGETS,240,44,94,9,27,8,15,15,33,29,13,4,14,21,105,WIN
BOSTON CELTICS,265,41,104,12,45,10,14,18,35,26,11,2,17,22,104,LOSS
LOS ANGELES CLIPPERS,265,39,93,17,45,12,16,14,39,26,12,9,23,18,107,WIN
CLEVELAND CAVALIERS,240,37,87,12,38,14,16,10,24,19,13,2,19,23,100,LOSS
MIAMI HEAT,240,41,78,19,37,23,31,12,32,25,8,5,23,20,124,WIN
UTAH JAZZ,240,35,86,14,33,19,27,13,38,22,7,6,11,21,103,WIN
MINNESOTA TIMBERWOLVES,240,35,89,14,45,11,21,12,39,13,5,9,13,20,95,LOSS
NEW YORK KNICKS,240,40,84,13,25,11,15,7,35,17,8,6,14,25,104,LOSS
PHILADELPHIA 76ERS,240,39,89,13,32,18,26,10,34,30,5,5,10,14,109,WIN
ORLANDO MAGIC,240,35,91,9,32,18,28,16,27,26,9,8,11,16,97,LOSS
TORONTO RAPTORS,240,45,87,9,27,14,19,10,37,26,5,5,11,21,113,WIN
SAN ANTONIO SPURS,240,49,93,12,32,22,29,12,29,32,8,8,12,13,132,LOSS
WASHINGTON WIZARDS,240,54,92,18,30,12,15,6,32,37,4,3,17,20,138,WIN
