team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
GOLDEN STATE WARRIORS,240,34,81,6,15,19,23,8,27,17,6,6,9,27,93,LOSS
HOUSTON ROCKETS,240,40,84,7,18,23,32,13,35,21,5,1,12,22,110,WIN
NEW YORK KNICKS,240,46,94,15,34,15,21,10,42,29,7,4,12,21,122,WIN
INDIANA PACERS,240,42,100,8,25,21,25,15,35,16,3,7,12,18,113,LOSS
LOS ANGELES LAKERS,240,44,82,4,16,23,28,12,26,18,8,3,14,19,115,WIN
MEMPHIS GRIZZLIES,240,39,76,6,11,14,21,11,24,21,7,2,22,22,98,LOSS
DALLAS MAVERICKS,240,47,78,7,16,10,12,4,31,22,9,4,15,22,111,WIN
MIAMI HEAT,240,35,77,5,15,21,30,9,25,11,9,1,12,12,96,LOSS
ATLANTA HAWKS,240,37,84,11,24,22,27,14,27,20,9,4,12,26,107,LOSS
MILWAUKEE BUCKS,240,38,73,7,13,27,30,7,30,27,6,2,12,19,110,WIN
NEW JERSEY NETS,240,33,81,5,14,14,20,15,31,20,5,9,16,27,85,WIN
PHILADELPHIA 76ERS,240,27,78,5,17,24,32,16,32,17,10,7,14,25,83,LOSS
CHICAGO BULLS,240,47,94,8,17,20,22,12,30,23,7,3,8,27,122,WIN
PHOENIX SUNS,240,37,70,5,14,32,40,4,31,21,2,4,13,18,111,LOSS
UTAH JAZZ,240,37,68,5,20,29,37,7,20,17,6,0,15,22,108,LOSS
PORTLAND TRAIL BLAZERS,240,43,77,10,20,26,36,13,22,28,6,1,11,26,122,WIN
NEW ORLEANS HORNETS,240,40,81,6,11,7,11,9,32,10,4,4,14,16,93,LOSS
SAN ANTONIO SPURS,240,42,77,9,18,13,15,3,28,26,7,4,11,13,106,WIN
LOS ANGELES CLIPPERS,240,34,74,11,26,15,18,7,31,21,7,6,24,22,94,LOSS
WASHINGTON WIZARDS,240,38,90,6,11,24,31,18,31,22,13,2,14,17,106,WIN
