team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES LAKERS,240,37,82,3,13,15,18,5,35,20,5,5,13,18,92,WIN
BROOKLYN NETS,240,31,89,6,23,15,19,20,32,16,7,5,16,18,83,LOSS
MILWAUKEE BUCKS,240,48,100,3,16,5,11,12,32,27,6,11,16,28,104,LOSS
DENVER NUGGETS,240,40,91,5,16,27,37,16,37,26,9,12,17,19,112,WIN
GOLDEN STATE WARRIORS,240,41,86,3,15,24,30,11,29,21,2,5,12,26,109,LOSS
HOUSTON ROCKETS,240,46,91,23,40,25,35,14,34,35,6,2,8,24,140,WIN
ATLANTA HAWKS,240,36,81,8,21,23,28,5,34,26,5,3,16,33,103,LOSS
INDIANA PACERS,240,36,75,11,25,31,40,5,32,28,7,8,12,26,114,WIN
PHOENIX SUNS,240,37,73,4,10,18,22,11,29,19,9,2,21,23,96,WIN
MEMPHIS GRIZZLIES,240,36,82,3,9,15,17,14,20,15,7,0,16,20,90,LOSS
