team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES CLIPPERS,240,33,85,5,27,14,21,9,37,18,16,5,11,14,85,WIN
ATLANTA HAWKS,240,33,79,10,23,7,14,8,41,21,6,3,22,17,83,LOSS
DENVER NUGGETS,240,36,84,7,21,24,32,14,39,23,4,6,20,22,103,LOSS
BOSTON CELTICS,240,41,96,9,28,20,24,14,34,29,15,5,11,24,111,WIN
PHOENIX SUNS,240,33,70,8,20,19,25,12,22,25,6,2,22,17,93,LOSS
CLEVELAND CAVALIERS,240,45,81,11,28,14,16,10,27,34,12,3,13,17,115,WIN
PHILADELPHIA 76ERS,240,39,82,7,19,12,17,9,29,24,6,7,16,27,97,LOSS
DETROIT PISTONS,240,39,91,5,21,27,38,21,30,15,9,2,10,19,110,WIN
DALLAS MAVERICKS,240,44,87,11,31,8,12,8,26,20,4,0,10,21,107,LOSS
GOLDEN STATE WARRIORS,240,47,81,14,29,19,21,7,33,33,5,4,9,18,127,WIN
OKLAHOMA CITY THUNDER,240,48,91,10,20,20,21,15,32,23,0,6,12,25,126,WIN
MINNESOTA TIMBERWOLVES,240,50,90,5,14,18,28,12,23,31,6,4,8,16,123,LOSS
HOUSTON ROCKETS,240,28,73,8,30,35,52,12,28,14,7,11,15,22,99,LOSS
SAN ANTONIO SPURS,240,50,90,12,23,18,21,12,37,34,7,3,13,28,130,WIN
CHARLOTTE HORNETS,240,25,68,6,25,17,21,5,30,10,6,0,18,15,73,LOSS
UTAH JAZZ,240,40,81,12,31,10,15,7,38,23,10,6,10,18,102,WIN
