team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
LOS ANGELES CLIPPERS,265,44,85,12,30,34,50,9,35,25,7,9,14,29,134,LOSS
BOSTON CELTICS,265,47,95,13,33,32,37,8,35,34,5,2,10,33,139,WIN
MEMPHIS GRIZZLIES,240,45,86,9,20,10,12,10,25,26,15,2,10,18,109,WIN
BROOKLYN NETS,240,33,71,11,22,13,19,8,27,25,4,2,20,12,90,LOSS
ATLANTA HAWKS,240,43,90,13,33,14,15,11,35,25,16,7,12,14,113,WIN
CHICAGO BULLS,240,38,86,5,14,9,12,11,34,21,7,3,18,17,90,LOSS
LOS ANGELES LAKERS,240,38,86,13,28,22,27,11,33,16,5,3,11,19,111,LOSS
CLEVELAND CAVALIERS,240,48,94,13,31,11,18,13,33,26,6,1,6,20,120,WIN
DENVER NUGGETS,240,39,83,6,19,19,24,8,39,25,10,3,12,13,103,WIN
DETROIT PISTONS,240,38,88,10,27,6,7,7,35,21,5,8,14,19,92,LOSS
CHARLOTTE HORNETS,240,45,87,12,28,15,19,10,35,24,6,8,13,13,117,WIN
INDIANA PACERS,240,40,92,4,18,11,15,12,27,19,7,4,11,14,95,LOSS
TORONTO RAPTORS,240,39,86,10,31,24,32,11,29,19,3,10,6,34,112,LOSS
MINNESOTA TIMBERWOLVES,240,35,76,4,14,43,53,12,33,22,5,6,7,21,117,WIN
UTAH JAZZ,240,33,70,7,21,23,30,8,36,19,6,3,17,21,96,LOSS
NEW ORLEANS PELICANS,240,39,82,8,19,14,21,9,31,23,9,3,9,21,100,WIN
SAN ANTONIO SPURS,240,38,89,8,20,14,15,11,33,24,6,11,13,14,98,WIN
ORLANDO MAGIC,240,37,91,8,20,14,16,13,37,26,7,7,15,18,96,LOSS
SACRAMENTO KINGS,240,44,87,4,16,22,29,15,29,29,7,6,13,16,114,WIN
PHILADELPHIA 76ERS,240,42,91,15,35,11,17,18,26,29,9,10,19,21,110,LOSS
GOLDEN STATE WARRIORS,240,37,89,14,40,24,29,8,42,24,12,7,13,22,112,WIN
PHOENIX SUNS,240,41,93,6,21,16,22,10,40,21,7,6,18,23,104,LOSS
HOUSTON ROCKETS,240,37,77,11,34,18,34,8,32,23,6,3,20,22,103,LOSS
PORTLAND TRAIL BLAZERS,240,41,89,8,28,26,34,16,33,21,11,2,13,27,116,WIN
