team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DETROIT PISTONS,240,35,84,9,31,19,21,14,29,22,9,7,18,24,98,LOSS
ATLANTA HAWKS,240,39,88,8,26,19,25,12,32,29,10,2,15,21,105,WIN
MIAMI HEAT,240,48,90,11,28,7,10,9,30,35,7,8,12,20,114,LOSS
BOSTON CELTICS,240,38,74,17,32,24,29,5,25,28,6,2,13,11,117,WIN
PHILADELPHIA 76ERS,240,38,87,16,33,32,40,15,29,25,5,5,11,33,124,WIN
DENVER NUGGETS,240,39,84,11,27,33,41,11,34,29,5,1,10,26,122,LOSS
DALLAS MAVERICKS,240,39,93,8,32,13,15,11,29,22,11,7,10,12,99,LOSS
GOLDEN STATE WARRIORS,240,42,84,11,33,13,15,4,39,31,5,4,13,12,108,WIN
LOS ANGELES CLIPPERS,240,45,96,13,33,13,16,11,27,22,8,4,15,25,116,LOSS
HOUSTON ROCKETS,240,45,81,14,40,36,43,9,36,29,12,5,13,17,140,WIN
CHICAGO BULLS,240,35,84,6,23,25,31,15,32,17,8,5,13,23,101,LOSS
INDIANA PACERS,240,39,81,7,19,26,30,8,34,26,7,6,11,22,111,WIN
MILWAUKEE BUCKS,240,40,74,8,18,11,17,7,22,22,4,4,14,19,99,LOSS
MINNESOTA TIMBERWOLVES,240,43,77,13,25,17,21,8,26,30,8,5,11,17,116,WIN
NEW YORK KNICKS,240,35,93,7,23,15,16,10,40,18,7,6,14,18,92,LOSS
NEW ORLEANS PELICANS,240,38,85,12,29,16,17,2,40,22,4,5,13,12,104,WIN
PORTLAND TRAIL BLAZERS,240,35,77,6,20,18,21,2,23,19,10,3,11,23,94,LOSS
SAN ANTONIO SPURS,240,39,78,11,22,21,25,11,37,22,7,5,16,18,110,WIN
BROOKLYN NETS,240,32,74,10,25,21,25,6,26,18,9,0,21,16,95,LOSS
WASHINGTON WIZARDS,240,47,83,11,22,13,14,8,36,28,12,7,19,21,118,WIN
