team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
DALLAS MAVERICKS,240,35,85,7,23,20,24,14,33,18,7,8,16,25,97,LOSS
DENVER NUGGETS,240,33,78,4,15,29,38,12,32,21,10,2,16,21,99,WIN
CHARLOTTE BOBCATS,240,32,75,2,6,14,19,10,34,20,5,1,11,19,80,WIN
DETROIT PISTONS,240,31,74,5,15,11,16,8,33,20,5,6,12,16,78,LOSS
LOS ANGELES LAKERS,240,41,81,5,11,18,24,9,25,22,4,4,7,14,105,WIN
HOUSTON ROCKETS,240,44,83,6,14,6,8,9,30,25,5,4,11,23,100,LOSS
CLEVELAND CAVALIERS,240,36,68,12,21,18,28,5,34,19,8,2,13,26,102,WIN
MEMPHIS GRIZZLIES,240,29,69,1,8,28,38,8,29,10,7,4,12,21,87,LOSS
MIAMI HEAT,240,33,72,3,12,30,38,12,28,23,10,6,12,14,99,WIN
MINNESOTA TIMBERWOLVES,240,38,82,11,27,9,13,13,28,18,6,4,16,24,96,LOSS
ATLANTA HAWKS,240,37,89,4,15,24,32,18,27,10,5,2,8,21,102,LOSS
PHOENIX SUNS,240,38,74,11,21,20,25,7,36,26,3,7,15,23,107,WIN
ORLANDO MAGIC,240,49,81,23,37,18,23,5,34,28,11,2,13,26,139,WIN
SACRAMENTO KINGS,240,37,82,8,18,25,31,9,23,23,8,1,12,20,107,LOSS
