team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
CHICAGO BULLS,240,34,81,7,28,18,19,12,29,18,12,5,24,17,93,LOSS
ATLANTA HAWKS,240,39,82,9,22,15,19,10,30,23,16,3,19,19,102,WIN
TORONTO RAPTORS,240,29,86,7,30,13,14,8,25,10,7,5,12,20,78,LOSS
CHARLOTTE HORNETS,240,40,80,12,25,21,25,11,40,24,9,4,14,13,113,WIN
UTAH JAZZ,265,38,83,8,23,28,39,15,38,17,8,5,14,26,112,WIN
DALLAS MAVERICKS,265,39,87,8,23,21,28,9,34,21,4,2,12,26,107,LOSS
GOLDEN STATE WARRIORS,240,47,89,15,38,16,21,8,33,30,8,7,14,18,125,WIN
HOUSTON ROCKETS,240,43,96,7,35,15,18,13,28,26,8,3,14,17,108,LOSS
INDIANA PACERS,240,34,80,9,23,18,25,8,29,24,17,6,20,12,95,LOSS
LOS ANGELES LAKERS,240,41,87,14,33,12,15,16,35,27,15,3,23,20,108,WIN
SACRAMENTO KINGS,240,31,76,6,29,23,32,5,30,18,9,6,10,21,91,LOSS
MEMPHIS GRIZZLIES,240,38,83,11,28,20,25,15,43,21,6,4,15,24,107,WIN
BROOKLYN NETS,240,48,83,15,30,32,35,9,43,24,5,6,16,20,143,WIN
NEW ORLEANS PELICANS,240,43,105,11,34,17,23,18,29,21,8,8,9,24,114,LOSS
MILWAUKEE BUCKS,240,34,83,10,25,18,26,10,30,21,6,3,12,25,96,LOSS
ORLANDO MAGIC,240,40,87,8,28,24,31,14,39,25,9,6,9,24,112,WIN
PORTLAND TRAIL BLAZERS,240,33,89,6,19,20,28,12,34,16,8,6,13,20,92,LOSS
PHILADELPHIA 76ERS,240,36,92,12,29,9,16,13,40,25,6,8,19,21,93,WIN
