team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
ATLANTA HAWKS,240,35,86,13,39,24,26,12,34,21,7,8,14,21,107,LOSS
BOSTON CELTICS,240,37,86,16,37,22,27,11,36,23,5,8,13,18,112,WIN
TORONTO RAPTORS,240,42,88,17,38,14,17,8,31,28,12,3,16,22,115,WIN
INDIANA PACERS,240,39,86,10,34,18,22,11,36,26,5,5,20,18,106,LOSS
DETROIT PISTONS,240,38,89,11,38,14,19,14,23,19,7,1,9,23,101,LOSS
OKLAHOMA CITY THUNDER,240,39,76,5,23,25,30,9,33,21,4,6,11,23,108,WIN
MEMPHIS GRIZZLIES,240,38,93,5,21,26,31,9,31,25,13,6,14,15,107,LOSS
PHILADELPHIA 76ERS,240,48,90,14,25,9,15,10,40,34,8,11,20,25,119,WIN
HOUSTON ROCKETS,240,29,85,11,48,22,26,8,21,16,8,5,15,21,91,LOSS
PHOENIX SUNS,240,43,77,15,31,26,27,10,41,29,10,9,23,15,127,WIN
MIAMI HEAT,240,34,77,12,40,17,25,7,35,21,7,5,20,16,97,LOSS
SACRAMENTO KINGS,240,40,82,19,44,6,12,6,30,29,8,3,14,24,105,WIN
PORTLAND TRAIL BLAZERS,240,44,97,17,40,9,14,10,33,14,9,4,9,18,114,LOSS
UTAH JAZZ,240,45,91,10,30,17,24,13,43,21,6,2,15,19,117,WIN
DALLAS MAVERICKS,240,42,91,16,40,18,21,15,34,27,7,2,13,21,118,LOSS
WASHINGTON WIZARDS,240,45,90,19,38,10,13,8,31,28,8,4,13,19,119,WIN
