team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
PHOENIX SUNS,240,41,79,11,24,6,7,10,35,24,2,8,15,16,99,WIN
ATLANTA HAWKS,240,33,84,6,24,18,21,11,24,19,7,2,7,14,90,LOSS
HOUSTON ROCKETS,240,35,81,10,19,19,24,6,34,21,9,5,16,28,99,WIN
DENVER NUGGETS,240,34,78,3,22,19,33,11,36,14,4,8,20,25,90,LOSS
SAN ANTONIO SPURS,240,34,73,7,16,14,21,9,37,15,7,9,18,19,89,WIN
MEMPHIS GRIZZLIES,240,31,83,4,13,18,21,8,32,15,12,4,12,17,84,LOSS
CHICAGO BULLS,240,40,72,9,15,19,23,9,30,29,9,2,13,24,108,WIN
NEW JERSEY NETS,240,32,79,3,17,20,26,14,23,19,6,1,11,20,87,LOSS
SACRAMENTO KINGS,240,37,78,8,24,18,25,11,30,17,5,5,9,21,100,WIN
NEW ORLEANS HORNETS,240,34,81,3,9,21,26,15,33,21,6,6,11,19,92,LOSS
UTAH JAZZ,240,33,76,2,11,20,26,10,26,17,7,2,20,31,88,LOSS
NEW YORK KNICKS,240,35,73,9,28,20,31,7,31,19,10,5,17,26,99,WIN
LOS ANGELES CLIPPERS,265,36,82,13,31,22,25,10,36,21,11,1,12,20,107,WIN
ORLANDO MAGIC,265,40,86,11,30,11,16,10,27,27,6,2,13,27,102,LOSS
LOS ANGELES LAKERS,240,34,81,7,24,15,20,21,34,23,4,4,16,17,90,LOSS
PHILADELPHIA 76ERS,240,38,81,8,17,11,17,8,22,27,7,2,4,13,95,WIN
OKLAHOMA CITY THUNDER,265,43,95,6,22,19,22,18,41,17,7,8,19,27,111,WIN
PORTLAND TRAIL BLAZERS,265,41,97,5,20,20,26,15,24,23,8,3,12,17,107,LOSS
TORONTO RAPTORS,265,34,85,13,26,27,34,17,25,20,8,2,18,33,108,LOSS
WASHINGTON WIZARDS,265,39,80,3,9,30,41,14,27,14,9,8,16,29,111,WIN
