team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MILWAUKEE BUCKS,240,38,82,14,45,15,24,5,40,21,3,4,15,21,105,LOSS
BOSTON CELTICS,240,41,92,17,41,17,21,5,40,25,4,4,9,20,116,WIN
INDIANA PACERS,240,45,96,11,26,17,20,11,30,25,9,2,9,24,118,WIN
BROOKLYN NETS,240,41,93,10,31,16,26,18,36,21,6,5,19,19,108,LOSS
CHICAGO BULLS,240,39,90,14,39,19,23,9,23,25,6,5,6,24,111,LOSS
CLEVELAND CAVALIERS,240,41,78,10,24,25,31,10,37,25,3,7,17,21,117,WIN
PHOENIX SUNS,240,44,96,15,36,18,21,13,32,33,12,4,16,22,121,WIN
GOLDEN STATE WARRIORS,240,36,82,8,28,30,36,7,36,24,8,6,18,22,110,LOSS
PORTLAND TRAIL BLAZERS,240,34,86,17,35,17,24,9,40,19,9,8,17,30,102,WIN
OKLAHOMA CITY THUNDER,240,33,84,4,27,29,37,13,42,15,8,2,18,21,99,LOSS
NEW YORK KNICKS,240,31,82,7,31,14,20,10,34,19,1,10,11,15,83,LOSS
ORLANDO MAGIC,240,37,88,12,32,9,12,14,38,24,5,6,7,17,95,WIN
MINNESOTA TIMBERWOLVES,240,32,81,10,35,21,28,6,28,12,13,6,21,21,95,LOSS
PHILADELPHIA 76ERS,240,43,92,9,25,22,28,16,40,24,14,6,22,27,117,WIN
CHARLOTTE HORNETS,240,46,84,16,32,10,14,10,36,30,8,3,20,17,118,WIN
SACRAMENTO KINGS,240,44,96,14,46,9,12,10,29,26,11,5,15,19,111,LOSS
DETROIT PISTONS,240,41,88,14,30,17,23,11,31,30,5,1,20,15,113,LOSS
TORONTO RAPTORS,240,51,86,13,27,10,12,3,31,30,12,2,14,22,125,WIN
LOS ANGELES CLIPPERS,240,39,82,8,23,10,12,6,30,19,3,4,19,22,96,LOSS
UTAH JAZZ,240,44,80,11,24,11,16,3,33,23,12,5,14,18,110,WIN
HOUSTON ROCKETS,240,55,103,23,54,26,33,19,25,34,10,5,13,24,159,WIN
WASHINGTON WIZARDS,240,57,91,20,36,24,29,11,29,31,6,4,19,27,158,LOSS
