team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,41,77,4,17,24,30,8,26,31,8,6,20,24,110,WIN
CHARLOTTE BOBCATS,240,35,71,7,13,25,33,7,28,20,10,6,21,25,102,LOSS
ATLANTA HAWKS,265,36,87,8,19,18,20,12,29,15,6,7,13,25,98,LOSS
CHICAGO BULLS,265,39,81,3,8,20,27,11,35,23,5,8,11,21,101,WIN
OKLAHOMA CITY THUNDER,240,35,78,2,12,18,21,12,35,15,4,5,11,22,90,LOSS
HOUSTON ROCKETS,240,38,90,8,23,11,21,17,28,22,6,5,8,18,95,WIN
SACRAMENTO KINGS,240,35,77,4,10,22,29,12,30,18,6,5,14,24,96,WIN
MILWAUKEE BUCKS,240,38,89,6,16,13,20,17,31,21,4,4,11,24,95,LOSS
LOS ANGELES LAKERS,240,43,87,7,22,10,13,11,39,29,5,2,12,23,103,WIN
NEW JERSEY NETS,240,31,82,3,12,19,27,10,29,14,6,9,9,19,84,LOSS
PORTLAND TRAIL BLAZERS,240,29,78,3,18,22,29,8,27,7,11,2,12,21,83,LOSS
ORLANDO MAGIC,240,32,76,9,27,19,26,13,41,14,11,6,19,23,92,WIN
LOS ANGELES CLIPPERS,265,46,87,6,16,14,18,11,36,26,4,6,13,21,112,WIN
PHILADELPHIA 76ERS,265,43,94,3,14,18,24,14,26,26,10,1,8,21,107,LOSS
WASHINGTON WIZARDS,240,32,88,8,21,23,29,13,28,14,4,8,12,23,95,LOSS
PHOENIX SUNS,240,48,93,7,20,18,25,13,40,25,4,2,12,19,121,WIN
INDIANA PACERS,240,39,81,6,17,15,18,7,31,15,5,10,9,22,99,LOSS
SAN ANTONIO SPURS,240,36,85,5,15,23,38,18,33,18,8,4,8,19,100,WIN
