team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
MIAMI HEAT,240,42,91,5,20,11,18,14,29,25,5,5,12,22,100,LOSS
CHICAGO BULLS,240,38,84,1,8,28,31,12,35,17,8,6,11,15,105,WIN
CHARLOTTE HORNETS,240,39,86,10,27,17,24,12,27,24,5,0,14,24,105,LOSS
CLEVELAND CAVALIERS,240,42,73,13,31,19,28,7,33,25,8,2,17,24,116,WIN
DALLAS MAVERICKS,240,32,79,11,34,12,14,6,26,18,7,3,9,18,87,LOSS
HOUSTON ROCKETS,240,37,74,19,37,16,22,10,38,31,4,1,15,16,109,WIN
PORTLAND TRAIL BLAZERS,240,40,82,16,37,15,16,9,32,22,6,4,17,20,111,LOSS
INDIANA PACERS,240,40,83,15,29,23,28,10,29,24,11,9,13,13,118,WIN
NEW ORLEANS PELICANS,240,40,83,8,19,17,26,8,26,25,3,1,16,15,105,LOSS
LOS ANGELES CLIPPERS,240,54,94,17,36,8,9,9,31,34,10,2,10,22,133,WIN
GOLDEN STATE WARRIORS,240,34,77,9,27,12,20,10,32,15,6,8,23,23,89,LOSS
MEMPHIS GRIZZLIES,240,38,87,8,26,26,29,11,36,23,10,5,10,19,110,WIN
DENVER NUGGETS,240,47,83,8,19,19,25,9,35,25,2,4,12,20,121,WIN
ORLANDO MAGIC,240,43,88,11,27,16,24,5,26,27,7,5,5,18,113,LOSS
BROOKLYN NETS,240,36,87,7,27,22,25,11,36,21,6,2,16,16,101,LOSS
SAN ANTONIO SPURS,240,50,94,14,26,16,18,8,41,38,11,7,10,18,130,WIN
SACRAMENTO KINGS,240,34,90,9,26,7,13,12,22,17,10,4,10,14,84,LOSS
UTAH JAZZ,240,37,77,13,29,17,18,13,41,23,9,10,22,16,104,WIN
MILWAUKEE BUCKS,240,40,79,13,25,12,15,7,33,22,1,3,20,21,105,LOSS
WASHINGTON WIZARDS,240,40,88,8,21,22,28,12,28,29,10,3,9,17,110,WIN
