team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
GOLDEN STATE WARRIORS,240,32,94,5,23,17,22,13,41,17,6,1,11,24,86,LOSS
BOSTON CELTICS,240,36,75,3,15,19,28,2,42,24,6,5,17,20,94,WIN
DALLAS MAVERICKS,240,39,78,9,21,11,14,5,26,18,13,6,13,18,98,WIN
BROOKLYN NETS,240,36,78,7,23,11,14,9,35,18,8,1,19,16,90,LOSS
LOS ANGELES CLIPPERS,240,43,83,7,25,12,20,11,28,26,10,9,10,20,105,WIN
CLEVELAND CAVALIERS,240,33,74,5,16,18,28,11,21,18,5,2,16,23,89,LOSS
OKLAHOMA CITY THUNDER,240,36,83,7,20,24,34,10,40,19,7,12,19,18,103,LOSS
DENVER NUGGETS,240,43,95,7,21,12,17,10,33,26,14,7,14,23,105,WIN
MEMPHIS GRIZZLIES,240,33,77,4,13,21,27,10,28,23,4,3,12,24,91,LOSS
MIAMI HEAT,240,34,73,10,19,20,27,5,30,26,7,3,7,19,98,WIN
DETROIT PISTONS,240,39,78,7,19,10,16,11,29,26,6,3,14,21,95,LOSS
NEW ORLEANS HORNETS,240,35,81,7,20,23,31,18,29,17,5,7,11,16,100,WIN
HOUSTON ROCKETS,240,42,77,15,32,19,28,9,25,28,8,1,12,16,118,WIN
ORLANDO MAGIC,240,44,78,9,22,13,16,6,25,30,8,1,14,21,110,LOSS
ATLANTA HAWKS,240,31,73,8,23,17,22,8,35,21,9,6,20,19,87,LOSS
PHOENIX SUNS,240,36,81,10,22,10,12,7,31,16,9,3,17,17,92,WIN
SACRAMENTO KINGS,240,39,85,7,21,17,19,5,23,20,14,2,19,18,102,LOSS
SAN ANTONIO SPURS,240,51,84,9,20,19,23,9,34,41,12,6,19,15,130,WIN
INDIANA PACERS,240,34,70,7,20,18,22,10,33,20,7,4,19,24,93,WIN
TORONTO RAPTORS,240,29,72,3,11,20,25,8,22,12,9,6,13,25,81,LOSS
CHARLOTTE BOBCATS,240,28,81,5,18,7,12,8,16,16,10,6,12,20,68,LOSS
UTAH JAZZ,240,38,78,5,16,17,23,20,42,23,8,8,22,20,98,WIN
NEW YORK KNICKS,240,35,81,8,28,18,21,9,32,18,8,3,12,23,96,WIN
WASHINGTON WIZARDS,240,31,74,7,16,19,29,11,33,19,7,4,13,18,88,LOSS
