team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,outcome
UTAH JAZZ,240,40,83,13,25,14,18,9,46,19,6,2,15,20,107,WIN
BOSTON CELTICS,240,35,86,9,31,16,19,2,29,20,10,5,8,18,95,LOSS
MIAMI HEAT,240,39,78,11,31,15,17,5,35,25,10,8,16,23,104,WIN
CHARLOTTE HORNETS,240,34,83,10,27,20,27,11,31,21,7,1,16,14,98,LOSS
NEW ORLEANS PELICANS,265,43,91,15,34,10,14,7,35,27,8,8,19,15,111,LOSS
DENVER NUGGETS,265,46,100,16,36,9,14,11,37,30,12,4,15,17,117,WIN
SAN ANTONIO SPURS,240,46,94,10,26,7,13,12,27,22,10,5,17,17,109,LOSS
HOUSTON ROCKETS,240,43,91,18,50,20,25,12,33,20,15,3,13,16,124,WIN
DETROIT PISTONS,240,39,93,13,32,13,17,11,33,22,7,10,9,22,104,WIN
INDIANA PACERS,240,35,87,9,30,19,25,15,36,21,6,4,13,15,98,LOSS
ATLANTA HAWKS,240,34,77,12,31,14,16,7,28,27,12,5,17,19,94,LOSS
MEMPHIS GRIZZLIES,240,36,78,12,25,12,17,10,33,21,12,6,21,24,96,WIN
CHICAGO BULLS,240,42,86,8,22,23,35,14,36,24,8,0,12,26,115,WIN
MILWAUKEE BUCKS,240,40,83,9,33,20,29,9,34,24,6,5,11,24,109,LOSS
PORTLAND TRAIL BLAZERS,240,37,86,8,18,13,15,6,39,18,7,9,14,20,95,WIN
ORLANDO MAGIC,240,32,84,10,29,14,19,8,37,15,7,3,15,18,88,LOSS
OKLAHOMA CITY THUNDER,315,47,113,15,35,10,19,18,42,28,10,5,18,21,119,WIN
PHILADELPHIA 76ERS,315,44,100,13,46,16,20,7,43,35,13,4,19,20,117,LOSS
BROOKLYN NETS,240,32,76,7,23,16,19,6,31,15,4,1,22,14,87,LOSS
TORONTO RAPTORS,240,54,97,7,28,5,9,11,34,26,11,5,8,16,120,WIN
LOS ANGELES CLIPPERS,240,33,86,7,24,18,29,12,35,17,12,6,20,20,91,LOSS
WASHINGTON WIZARDS,240,39,88,7,31,15,23,11,39,21,12,7,19,26,100,WIN
